Platform,Run,SRA_Sample,Instrument,LibraryLayout,Assay_Type,LibrarySelection,LibrarySource,Organism,geo_loc_name,host,host_disease,Consent,LibType
ILLUMINA,SRR12182163,SRS6974617,Illumina MiSeq,PAIRED,OTHER,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Czech Republic,Homo sapiens,NA,public,PE: OTHER of VIRAL RNA
ILLUMINA,SRR12182162,SRS6974618,Illumina MiSeq,PAIRED,OTHER,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Czech Republic,Homo sapiens,NA,public,PE: OTHER of VIRAL RNA
ILLUMINA,SRR12182161,SRS6974619,Illumina MiSeq,PAIRED,OTHER,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Czech Republic,Homo sapiens,NA,public,PE: OTHER of VIRAL RNA
ILLUMINA,SRR12182160,SRS6974620,Illumina MiSeq,PAIRED,OTHER,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Czech Republic,Homo sapiens,NA,public,PE: OTHER of VIRAL RNA
ILLUMINA,SRR12182129,SRS6974553,Illumina MiSeq,PAIRED,OTHER,Hybrid Selection,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Czech Republic,Homo sapiens,NA,public,PE: OTHER of VIRAL RNA
ILLUMINA,SRR12182128,SRS6974554,Illumina MiSeq,PAIRED,OTHER,Hybrid Selection,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Czech Republic,Homo sapiens,NA,public,PE: OTHER of VIRAL RNA
ILLUMINA,SRR12182127,SRS6974555,Illumina MiSeq,PAIRED,OTHER,Hybrid Selection,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Czech Republic,Homo sapiens,NA,public,PE: OTHER of VIRAL RNA
ILLUMINA,SRR12182126,SRS6974556,Illumina MiSeq,PAIRED,OTHER,Hybrid Selection,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Czech Republic,Homo sapiens,NA,public,PE: OTHER of VIRAL RNA
ILLUMINA,SRR12182125,SRS6974557,Illumina MiSeq,PAIRED,OTHER,Hybrid Selection,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Czech Republic,Homo sapiens,NA,public,PE: OTHER of VIRAL RNA
ILLUMINA,SRR12182124,SRS6974558,Illumina MiSeq,PAIRED,OTHER,Hybrid Selection,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Czech Republic,Homo sapiens,NA,public,PE: OTHER of VIRAL RNA
ILLUMINA,SRR12182123,SRS6974559,Illumina MiSeq,PAIRED,OTHER,Hybrid Selection,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Czech Republic,Homo sapiens,NA,public,PE: OTHER of VIRAL RNA
ILLUMINA,SRR12182122,SRS6974560,Illumina MiSeq,PAIRED,OTHER,Hybrid Selection,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Czech Republic,Homo sapiens,NA,public,PE: OTHER of VIRAL RNA
ILLUMINA,SRR12182121,SRS6974561,Illumina MiSeq,PAIRED,OTHER,Hybrid Selection,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Czech Republic,Homo sapiens,NA,public,PE: OTHER of VIRAL RNA
ILLUMINA,SRR12182120,SRS6974562,Illumina MiSeq,PAIRED,OTHER,Hybrid Selection,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Czech Republic,Homo sapiens,NA,public,PE: OTHER of VIRAL RNA
ILLUMINA,SRR12182119,SRS6974563,Illumina MiSeq,PAIRED,OTHER,Hybrid Selection,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Czech Republic,Homo sapiens,NA,public,PE: OTHER of VIRAL RNA
ILLUMINA,SRR12182118,SRS6974564,Illumina MiSeq,PAIRED,OTHER,Hybrid Selection,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Czech Republic,Homo sapiens,NA,public,PE: OTHER of VIRAL RNA
ILLUMINA,SRR12182117,SRS6974565,Illumina MiSeq,PAIRED,OTHER,Hybrid Selection,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Czech Republic,Homo sapiens,NA,public,PE: OTHER of VIRAL RNA
ILLUMINA,SRR12182116,SRS6974566,Illumina MiSeq,PAIRED,OTHER,Hybrid Selection,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Czech Republic,Homo sapiens,NA,public,PE: OTHER of VIRAL RNA
ILLUMINA,SRR12182115,SRS6974567,Illumina MiSeq,PAIRED,OTHER,Hybrid Selection,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Czech Republic,Homo sapiens,NA,public,PE: OTHER of VIRAL RNA
ILLUMINA,SRR12182114,SRS6974568,Illumina MiSeq,PAIRED,OTHER,Hybrid Selection,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Czech Republic,Homo sapiens,NA,public,PE: OTHER of VIRAL RNA
ILLUMINA,SRR12182113,SRS6974569,Illumina MiSeq,PAIRED,OTHER,Hybrid Selection,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Czech Republic,Homo sapiens,NA,public,PE: OTHER of VIRAL RNA
ILLUMINA,SRR12182159,SRS6974570,Illumina MiSeq,PAIRED,OTHER,Hybrid Selection,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Czech Republic,Homo sapiens,NA,public,PE: OTHER of VIRAL RNA
ILLUMINA,SRR12182158,SRS6974571,Illumina MiSeq,PAIRED,OTHER,Hybrid Selection,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Czech Republic,Homo sapiens,NA,public,PE: OTHER of VIRAL RNA
ILLUMINA,SRR12182157,SRS6974572,Illumina MiSeq,PAIRED,OTHER,Hybrid Selection,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Czech Republic,Homo sapiens,NA,public,PE: OTHER of VIRAL RNA
ILLUMINA,SRR12182156,SRS6974573,Illumina MiSeq,PAIRED,OTHER,Hybrid Selection,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Czech Republic,Homo sapiens,NA,public,PE: OTHER of VIRAL RNA
ILLUMINA,SRR12182155,SRS6974574,Illumina MiSeq,PAIRED,OTHER,Hybrid Selection,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Czech Republic,Homo sapiens,NA,public,PE: OTHER of VIRAL RNA
ILLUMINA,SRR12182154,SRS6974575,Illumina MiSeq,PAIRED,OTHER,Hybrid Selection,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Czech Republic,Homo sapiens,NA,public,PE: OTHER of VIRAL RNA
ILLUMINA,SRR12182153,SRS6974576,Illumina MiSeq,PAIRED,OTHER,Hybrid Selection,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Czech Republic,Homo sapiens,NA,public,PE: OTHER of VIRAL RNA
ILLUMINA,SRR12182152,SRS6974577,Illumina MiSeq,PAIRED,OTHER,Hybrid Selection,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Czech Republic,Homo sapiens,NA,public,PE: OTHER of VIRAL RNA
ILLUMINA,SRR12182151,SRS6974578,Illumina MiSeq,PAIRED,OTHER,Hybrid Selection,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Czech Republic,Homo sapiens,NA,public,PE: OTHER of VIRAL RNA
ILLUMINA,SRR12182150,SRS6974579,Illumina MiSeq,PAIRED,OTHER,Hybrid Selection,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Czech Republic,Homo sapiens,NA,public,PE: OTHER of VIRAL RNA
ILLUMINA,SRR12182149,SRS6974580,Illumina MiSeq,PAIRED,OTHER,Hybrid Selection,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Czech Republic,Homo sapiens,NA,public,PE: OTHER of VIRAL RNA
ILLUMINA,SRR12182148,SRS6974581,Illumina MiSeq,PAIRED,OTHER,Hybrid Selection,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Czech Republic,Homo sapiens,NA,public,PE: OTHER of VIRAL RNA
ILLUMINA,SRR12182147,SRS6974582,Illumina MiSeq,PAIRED,OTHER,Hybrid Selection,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Czech Republic,Homo sapiens,NA,public,PE: OTHER of VIRAL RNA
ILLUMINA,SRR12182146,SRS6974583,Illumina MiSeq,PAIRED,OTHER,Hybrid Selection,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Czech Republic,Homo sapiens,NA,public,PE: OTHER of VIRAL RNA
ILLUMINA,SRR12182145,SRS6974584,Illumina MiSeq,PAIRED,OTHER,Hybrid Selection,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Czech Republic,Homo sapiens,NA,public,PE: OTHER of VIRAL RNA
ILLUMINA,SRR12182144,SRS6974585,Illumina MiSeq,PAIRED,OTHER,Hybrid Selection,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Czech Republic,Homo sapiens,NA,public,PE: OTHER of VIRAL RNA
ILLUMINA,SRR12182143,SRS6974586,Illumina MiSeq,PAIRED,OTHER,Hybrid Selection,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Czech Republic,Homo sapiens,NA,public,PE: OTHER of VIRAL RNA
ILLUMINA,SRR12182142,SRS6974587,Illumina MiSeq,PAIRED,OTHER,Hybrid Selection,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Czech Republic,Homo sapiens,NA,public,PE: OTHER of VIRAL RNA
ILLUMINA,SRR12182141,SRS6974588,Illumina MiSeq,PAIRED,OTHER,Hybrid Selection,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Czech Republic,Homo sapiens,NA,public,PE: OTHER of VIRAL RNA
ILLUMINA,SRR12182140,SRS6974589,Illumina MiSeq,PAIRED,OTHER,Hybrid Selection,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Czech Republic,Homo sapiens,NA,public,PE: OTHER of VIRAL RNA
ILLUMINA,SRR12182139,SRS6974590,Illumina MiSeq,PAIRED,OTHER,Hybrid Selection,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Czech Republic,Homo sapiens,NA,public,PE: OTHER of VIRAL RNA
ILLUMINA,SRR12182138,SRS6974591,Illumina MiSeq,PAIRED,OTHER,Hybrid Selection,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Czech Republic,Homo sapiens,NA,public,PE: OTHER of VIRAL RNA
ILLUMINA,SRR12182137,SRS6974592,Illumina MiSeq,PAIRED,OTHER,Hybrid Selection,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Czech Republic,Homo sapiens,NA,public,PE: OTHER of VIRAL RNA
ILLUMINA,SRR12182136,SRS6974593,Illumina MiSeq,PAIRED,OTHER,Hybrid Selection,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Czech Republic,Homo sapiens,NA,public,PE: OTHER of VIRAL RNA
ILLUMINA,SRR12182135,SRS6974594,Illumina MiSeq,PAIRED,OTHER,Hybrid Selection,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Czech Republic,Homo sapiens,NA,public,PE: OTHER of VIRAL RNA
ILLUMINA,SRR12182134,SRS6974595,Illumina MiSeq,PAIRED,OTHER,Hybrid Selection,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Czech Republic,Homo sapiens,NA,public,PE: OTHER of VIRAL RNA
ILLUMINA,SRR12182133,SRS6974596,Illumina MiSeq,PAIRED,OTHER,Hybrid Selection,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Czech Republic,Homo sapiens,NA,public,PE: OTHER of VIRAL RNA
ILLUMINA,SRR12182132,SRS6974597,Illumina MiSeq,PAIRED,OTHER,Hybrid Selection,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Czech Republic,Homo sapiens,NA,public,PE: OTHER of VIRAL RNA
ILLUMINA,SRR12182131,SRS6974598,Illumina MiSeq,PAIRED,OTHER,Hybrid Selection,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Czech Republic,Homo sapiens,NA,public,PE: OTHER of VIRAL RNA
ILLUMINA,SRR12182130,SRS6974599,Illumina MiSeq,PAIRED,OTHER,Hybrid Selection,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Czech Republic,Homo sapiens,NA,public,PE: OTHER of VIRAL RNA
ILLUMINA,SRR11953795,SRS6797094,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,USA: Massachusetts,Homo sapiens,COVID-19,public,PE: RNA-Seq of VIRAL RNA
ILLUMINA,SRR11953986,SRS6796920,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,USA: Massachusetts,Homo sapiens,COVID-19,public,PE: RNA-Seq of VIRAL RNA
ILLUMINA,SRR11953820,SRS6797073,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,USA: Massachusetts,Homo sapiens,COVID-19,public,PE: RNA-Seq of VIRAL RNA
ILLUMINA,SRR11953923,SRS6796976,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,USA: Massachusetts,Homo sapiens,COVID-19,public,PE: RNA-Seq of VIRAL RNA
ILLUMINA,SRR11953762,SRS6796774,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,USA: Massachusetts,Homo sapiens,COVID-19,public,PE: RNA-Seq of VIRAL RNA
ILLUMINA,SRR11953993,SRS6796743,Illumina HiSeq 2500,PAIRED,RNA-Seq,cDNA,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,USA: Massachusetts,Homo sapiens,COVID-19,public,PE: RNA-Seq of VIRAL RNA
ILLUMINA,SRR11953767,SRS6796769,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,USA: Massachusetts,Homo sapiens,COVID-19,public,PE: RNA-Seq of VIRAL RNA
ILLUMINA,SRR11953988,SRS6796917,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,USA: Massachusetts,Homo sapiens,COVID-19,public,PE: RNA-Seq of VIRAL RNA
ILLUMINA,SRR11939564,SRS6784337,Illumina MiSeq,PAIRED,RNA-Seq,unspecified,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,USA,Homo sapiens,COVID-19,public,PE: RNA-Seq of VIRAL RNA
ILLUMINA,SRR11953821,SRS6797070,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,USA: Massachusetts,Homo sapiens,COVID-19,public,PE: RNA-Seq of VIRAL RNA
ILLUMINA,SRR11954228,SRS6797166,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,USA: Massachusetts,Homo sapiens,COVID-19,public,PE: RNA-Seq of VIRAL RNA
ILLUMINA,SRR11954243,SRS6797152,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,USA: Massachusetts,Homo sapiens,COVID-19,public,PE: RNA-Seq of VIRAL RNA
ILLUMINA,SRR11954186,SRS6797206,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,USA: Massachusetts,Homo sapiens,COVID-19,public,PE: RNA-Seq of VIRAL RNA
ILLUMINA,SRR11953968,SRS6796935,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,USA: Massachusetts,Homo sapiens,COVID-19,public,PE: RNA-Seq of VIRAL RNA
ILLUMINA,SRR11953979,SRS6796925,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,USA: Massachusetts,Homo sapiens,COVID-19,public,PE: RNA-Seq of VIRAL RNA
ILLUMINA,SRR11953884,SRS6797012,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,USA: Massachusetts,Homo sapiens,COVID-19,public,PE: RNA-Seq of VIRAL RNA
ILLUMINA,SRR11954087,SRS6797293,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,USA: Massachusetts,Homo sapiens,COVID-19,public,PE: RNA-Seq of VIRAL RNA
ILLUMINA,SRR11953804,SRS6797087,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,USA: Massachusetts,Homo sapiens,COVID-19,public,PE: RNA-Seq of VIRAL RNA
ILLUMINA,SRR11953880,SRS6797016,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,USA: Massachusetts,Homo sapiens,COVID-19,public,PE: RNA-Seq of VIRAL RNA
ILLUMINA,SRR11953690,SRS6796843,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,USA: Massachusetts,Homo sapiens,COVID-19,public,PE: RNA-Seq of VIRAL RNA
ILLUMINA,SRR11953727,SRS6796807,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,USA: Massachusetts,Homo sapiens,COVID-19,public,PE: RNA-Seq of VIRAL RNA
ILLUMINA,SRR11953789,SRS6796747,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,USA: Massachusetts,Homo sapiens,COVID-19,public,PE: RNA-Seq of VIRAL RNA
ILLUMINA,SRR11954198,SRS6797193,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,USA: Massachusetts,Homo sapiens,COVID-19,public,PE: RNA-Seq of VIRAL RNA
ILLUMINA,SRR11954106,SRS6797275,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,USA: Massachusetts,Homo sapiens,COVID-19,public,PE: RNA-Seq of VIRAL RNA
ILLUMINA,SRR11954152,SRS6797234,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,USA: Massachusetts,Homo sapiens,COVID-19,public,PE: RNA-Seq of VIRAL RNA
ILLUMINA,SRR11954019,SRS6796788,Illumina HiSeq 2500,PAIRED,RNA-Seq,cDNA,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,USA: Massachusetts,Homo sapiens,COVID-19,public,PE: RNA-Seq of VIRAL RNA
ILLUMINA,SRR11954024,SRS6796884,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,USA: Massachusetts,Homo sapiens,COVID-19,public,PE: RNA-Seq of VIRAL RNA
ILLUMINA,SRR11954253,SRS6797143,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,USA: Massachusetts,Homo sapiens,COVID-19,public,PE: RNA-Seq of VIRAL RNA
ILLUMINA,SRR11953956,SRS6796947,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,USA: Massachusetts,Homo sapiens,COVID-19,public,PE: RNA-Seq of VIRAL RNA
ILLUMINA,SRR11953881,SRS6797015,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,USA: Massachusetts,Homo sapiens,COVID-19,public,PE: RNA-Seq of VIRAL RNA
ILLUMINA,SRR11954098,SRS6797282,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,USA: Massachusetts,Homo sapiens,COVID-19,public,PE: RNA-Seq of VIRAL RNA
ILLUMINA,SRR11954041,SRS6796743,Illumina HiSeq 2500,PAIRED,RNA-Seq,cDNA,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,USA: Massachusetts,Homo sapiens,COVID-19,public,PE: RNA-Seq of VIRAL RNA
ILLUMINA,SRR11954064,SRS6797313,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,USA: Massachusetts,Homo sapiens,COVID-19,public,PE: RNA-Seq of VIRAL RNA
ILLUMINA,SRR11954113,SRS6797269,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,USA: Massachusetts,Homo sapiens,COVID-19,public,PE: RNA-Seq of VIRAL RNA
ILLUMINA,SRR11939565,SRS6784336,Illumina MiSeq,PAIRED,RNA-Seq,unspecified,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,USA,Homo sapiens,COVID-19,public,PE: RNA-Seq of VIRAL RNA
ILLUMINA,SRR11954018,SRS6796889,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,USA: Massachusetts,Homo sapiens,COVID-19,public,PE: RNA-Seq of VIRAL RNA
ILLUMINA,SRR11939558,SRS6784343,Illumina MiSeq,PAIRED,RNA-Seq,unspecified,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,USA,Homo sapiens,COVID-19,public,PE: RNA-Seq of VIRAL RNA
ILLUMINA,SRR11954128,SRS6797256,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,USA: Massachusetts,Homo sapiens,COVID-19,public,PE: RNA-Seq of VIRAL RNA
ILLUMINA,SRR11953909,SRS6796989,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,USA: Massachusetts,Homo sapiens,COVID-19,public,PE: RNA-Seq of VIRAL RNA
ILLUMINA,SRR11953720,SRS6796814,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,USA: Massachusetts,Homo sapiens,COVID-19,public,PE: RNA-Seq of VIRAL RNA
ILLUMINA,SRR11954094,SRS6797286,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,USA: Massachusetts,Homo sapiens,COVID-19,public,PE: RNA-Seq of VIRAL RNA
ILLUMINA,SRR11953718,SRS6796816,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,USA: Massachusetts,Homo sapiens,COVID-19,public,PE: RNA-Seq of VIRAL RNA
ILLUMINA,SRR11954184,SRS6797205,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,USA: Massachusetts,Homo sapiens,COVID-19,public,PE: RNA-Seq of VIRAL RNA
ILLUMINA,SRR11954170,SRS6797218,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,USA: Massachusetts,Homo sapiens,COVID-19,public,PE: RNA-Seq of VIRAL RNA
ILLUMINA,SRR11953842,SRS6797051,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,USA: Massachusetts,Homo sapiens,COVID-19,public,PE: RNA-Seq of VIRAL RNA
ILLUMINA,SRR11953879,SRS6797017,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,USA: Massachusetts,Homo sapiens,COVID-19,public,PE: RNA-Seq of VIRAL RNA
ILLUMINA,SRR11953949,SRS6796952,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,USA: Massachusetts,Homo sapiens,COVID-19,public,PE: RNA-Seq of VIRAL RNA
ILLUMINA,SRR11954303,SRS6797097,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,USA: Massachusetts,Homo sapiens,COVID-19,public,PE: RNA-Seq of VIRAL RNA
ILLUMINA,SRR11954236,SRS6797158,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,USA: Massachusetts,Homo sapiens,COVID-19,public,PE: RNA-Seq of VIRAL RNA
ILLUMINA,SRR11953749,SRS6796786,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,USA: Massachusetts,Homo sapiens,COVID-19,public,PE: RNA-Seq of VIRAL RNA
ILLUMINA,SRR11953878,SRS6797018,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,USA: Massachusetts,Homo sapiens,COVID-19,public,PE: RNA-Seq of VIRAL RNA
ILLUMINA,SRR11953951,SRS6796846,Illumina HiSeq 2500,PAIRED,RNA-Seq,cDNA,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,USA: Massachusetts,Homo sapiens,COVID-19,public,PE: RNA-Seq of VIRAL RNA
ILLUMINA,SRR11954168,SRS6797221,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,USA: Massachusetts,Homo sapiens,COVID-19,public,PE: RNA-Seq of VIRAL RNA
ILLUMINA,SRR11953919,SRS6796980,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,USA: Massachusetts,Homo sapiens,COVID-19,public,PE: RNA-Seq of VIRAL RNA
ILLUMINA,SRR11954223,SRS6797171,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,USA: Massachusetts,Homo sapiens,COVID-19,public,PE: RNA-Seq of VIRAL RNA
ILLUMINA,SRR11513776,SRS6452975,Illumina iSeq 100,PAIRED,RNA-Seq,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Cambodia:Sihanoukville,Homo sapiens,COVID-19,public,PE: RNA-Seq of VIRAL RNA
ILLUMINA,SRR11953976,SRS6796928,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,USA: Massachusetts,Homo sapiens,COVID-19,public,PE: RNA-Seq of VIRAL RNA
ILLUMINA,SRR11954216,SRS6796812,Illumina HiSeq 2500,PAIRED,RNA-Seq,cDNA,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,USA: Massachusetts,Homo sapiens,COVID-19,public,PE: RNA-Seq of VIRAL RNA
ILLUMINA,SRR11953906,SRS6796992,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,USA: Massachusetts,Homo sapiens,COVID-19,public,PE: RNA-Seq of VIRAL RNA
ILLUMINA,SRR11953945,SRS6796955,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,USA: Massachusetts,Homo sapiens,COVID-19,public,PE: RNA-Seq of VIRAL RNA
